,chrf,number of Unique sentences,chapter-title,source
295,0.12681878035018027,3,anthem-chapter-10,gradesaver
296,0.16903340245818327,7,anthem-chapter-11,gradesaver
297,0.1417610339676941,3,anthem-chapter-12,gradesaver
298,0.15915611860734963,23,anthem-chapter-1,shmoop
299,0.16343218474936394,11,anthem-chapter-2,shmoop
300,0.1215190008836515,2,anthem-chapter-3,shmoop
301,0.10892431613366824,3,anthem-chapter-4,shmoop
302,0.11422814654751243,4,anthem-chapter-5,shmoop
303,0.16275506134833143,3,anthem-chapter-6,shmoop
304,0.21619538652236858,6,anthem-chapter-7,shmoop
305,0.1767187312914077,5,anthem-chapter-8,shmoop
306,0.14381324240636528,5,anthem-chapter-9,shmoop
307,0.13584139657110383,3,anthem-chapter-10,shmoop
308,0.17303483760623964,5,anthem-chapter-11,shmoop
309,0.16010569351211915,3,anthem-chapter-12,shmoop
310,0.1431197571359882,9,anthem-chapter-1,cliffnotes
311,0.1735538835193184,6,anthem-chapter-2,cliffnotes
312,0.10271799330427561,2,anthem-chapter-3,cliffnotes
313,0.12554687484306892,3,anthem-chapter-4,cliffnotes
314,0.09556340200464977,4,anthem-chapter-5,cliffnotes
315,0.16729494084793878,3,anthem-chapter-6,cliffnotes
316,0.15029877294318256,6,anthem-chapter-7,cliffnotes
317,0.14699493280979975,5,anthem-chapter-8,cliffnotes
318,0.14075477664414937,5,anthem-chapter-9,cliffnotes
319,0.13609957939016892,3,anthem-chapter-10,cliffnotes
320,0.18586993429018311,7,anthem-chapter-11,cliffnotes
321,0.150896554774354,3,anthem-chapter-12,cliffnotes
322,0.15907493892281566,12,anthem-chapter-1,sparknotes
323,0.1693814891505644,10,anthem-chapter-2,sparknotes
324,0.098320663684591,2,anthem-chapter-3,sparknotes
325,0.10201854708595688,3,anthem-chapter-4,sparknotes
326,0.11853738078584485,4,anthem-chapter-5,sparknotes
327,0.17350686718217553,3,anthem-chapter-6,sparknotes
328,0.17659637177621967,6,anthem-chapter-7,sparknotes
329,0.1606281001316268,5,anthem-chapter-8,sparknotes
330,0.13624768423761385,5,anthem-chapter-9,sparknotes
331,0.15349980040276676,3,anthem-chapter-10,sparknotes
332,0.1968461073872339,7,anthem-chapter-11,sparknotes
333,0.15566169376211217,3,anthem-chapter-12,sparknotes
334,0.13595808446863156,14,anthem-chapter-1,novelguide
335,0.17581250216614064,8,anthem-chapter-2,novelguide
336,0.12186840060025941,2,anthem-chapter-3,novelguide
337,0.1085923335923336,3,anthem-chapter-4,novelguide
